Namespace(seed=969491451, GPU_to_use=None, epochs=100, batch_size=32, lr=0.0005, lr_decay=200, gamma=0.5, training_samples=1096, test_samples=365, shuffle_traindata=True, prediction_steps=10, encoder_hidden=256, decoder_hidden=256, encoder='mlp', decoder='mlp', prior=1, edge_types=2, dont_use_encoder=True, lr_z=0.1, global_temp=False, load_temperatures=False, alpha=2, num_cats=3, unobserved=0, model_unobserved=0, dont_shuffle_unobserved=False, teacher_forcing=0, suffix='_energy_all_1d', timesteps=24, num_atoms=28, dims=10, datadir='./data', save_folder='logs', expername='', sym_save_folder='../logs', load_folder='', test_time_adapt=False, lr_logits=0.01, num_tta_steps=100, dont_skip_first=False, temp=0.5, hard=False, no_validate=False, no_cuda=False, var=5e-07, encoder_dropout=0.0, decoder_dropout=0.0, no_factor=False, f='C:\\Users\\GwenH\\AppData\\Roaming\\jupyter\\runtime\\kernel-204e35d8-5abf-4cde-8c16-c5199476a4e0.json', test=True, device=device(type='cuda', index=0), cuda=True, factor=True, validate=True, shuffle_unobserved=True, skip_first=True, use_encoder=False, time='20221109-165322', num_GPU=1, batch_size_multiGPU=32, log_path='logs\\20221109-165322')
None
DataParallel(
  (module): MLPDecoder(
    (msg_fc1): ModuleList(
      (0): Linear(in_features=20, out_features=256, bias=True)
      (1): Linear(in_features=20, out_features=256, bias=True)
    )
    (msg_fc2): ModuleList(
      (0): Linear(in_features=256, out_features=256, bias=True)
      (1): Linear(in_features=256, out_features=256, bias=True)
    )
    (out_fc1): Linear(in_features=266, out_features=256, bias=True)
    (out_fc2): Linear(in_features=256, out_features=256, bias=True)
    (out_fc3): Linear(in_features=256, out_features=10, bias=True)
  )
)
0 train	 	loss_kl -12.7880998884 	acc 0.4998476474 	auroc 0.4990294319 	loss_nll 65122964.1142857149 	loss_mse 0.2831433104 	loss 65122951.8285714313 	inference time 0.2270783084 	time: 10.6605s 	
0 validate	 	loss_kl -11.7639550368 	acc 0.5008333439 	auroc 0.5001389862 	loss_nll 18800869.3333333321 	loss_mse 0.0817429014 	loss 18800857.3333333321 	inference time 0.2146755457 	time: 5.2619s 	
1 train	 	loss_kl -11.5691293444 	acc 0.4994484599 	auroc 0.4993992142 	loss_nll 8226643.3571428573 	loss_mse 0.0357680124 	loss 8226631.6571428571 	inference time 0.2171366215 	time: 10.3016s 	
1 validate	 	loss_kl -11.4216661453 	acc 0.5003314828 	auroc 0.5001373723 	loss_nll 7931463.5000000000 	loss_mse 0.0344846221 	loss 7931452.2500000000 	inference time 0.2265606125 	time: 5.4312s 	
2 train	 	loss_kl -11.3636160987 	acc 0.4998299320 	auroc 0.4989299178 	loss_nll 4366270.4642857146 	loss_mse 0.0189837837 	loss 4366259.0857142853 	inference time 0.2219482490 	time: 10.4769s 	
2 validate	 	loss_kl -11.3134756883 	acc 0.5003060452 	auroc 0.5001750654 	loss_nll 6044497.0416666670 	loss_mse 0.0262804205 	loss 6044485.5416666670 	inference time 0.2235684991 	time: 5.8055s 	
3 train	 	loss_kl -11.2667552948 	acc 0.4996492347 	auroc 0.4992184373 	loss_nll 3378628.8928571427 	loss_mse 0.0146896898 	loss 3378617.6428571427 	inference time 0.2260798318 	time: 10.6914s 	
3 validate	 	loss_kl -11.2198925018 	acc 0.5001279825 	auroc 0.5001580661 	loss_nll 4707667.2500000000 	loss_mse 0.0204681176 	loss 4707656.1875000000 	inference time 0.2449309826 	time: 5.9341s 	
4 train	 	loss_kl -11.1801904133 	acc 0.4995736489 	auroc 0.4988499670 	loss_nll 2842905.5642857142 	loss_mse 0.0123604582 	loss 2842894.3142857142 	inference time 0.2365096024 	time: 11.1611s 	
4 validate	 	loss_kl -11.1357841492 	acc 0.5001751480 	auroc 0.5001856726 	loss_nll 4092018.4375000000 	loss_mse 0.0177913829 	loss 4092007.3333333335 	inference time 0.2489172419 	time: 6.0508s 	
5 train	 	loss_kl -11.0922467096 	acc 0.4996763983 	auroc 0.4990268206 	loss_nll 2514212.2142857141 	loss_mse 0.0109313569 	loss 2514201.1785714286 	inference time 0.2312377044 	time: 11.1382s 	
