Namespace(seed=969491451, GPU_to_use=None, epochs=100, batch_size=32, lr=0.0005, lr_decay=200, gamma=0.5, training_samples=4384, test_samples=1460, shuffle_traindata=True, prediction_steps=10, encoder_hidden=256, decoder_hidden=256, encoder='mlp', decoder='mlp', prior=1, edge_types=2, dont_use_encoder=True, lr_z=0.1, global_temp=False, load_temperatures=False, alpha=2, num_cats=3, unobserved=0, model_unobserved=0, dont_shuffle_unobserved=False, teacher_forcing=0, suffix='_energy_long_1d', timesteps=24, num_atoms=7, dims=11, datadir='./data', save_folder='logs', expername='', sym_save_folder='../logs', load_folder='', test_time_adapt=False, lr_logits=0.01, num_tta_steps=100, dont_skip_first=False, temp=0.5, hard=False, no_validate=False, no_cuda=False, var=5e-07, encoder_dropout=0.0, decoder_dropout=0.0, no_factor=False, f='C:\\Users\\GwenH\\AppData\\Roaming\\jupyter\\runtime\\kernel-204e35d8-5abf-4cde-8c16-c5199476a4e0.json', test=True, device=device(type='cuda', index=0), cuda=True, factor=True, validate=True, shuffle_unobserved=True, skip_first=True, use_encoder=False, time='20221109-174204', num_GPU=1, batch_size_multiGPU=32, log_path='logs\\20221109-174204')
None
DataParallel(
  (module): MLPDecoder(
    (msg_fc1): ModuleList(
      (0): Linear(in_features=22, out_features=256, bias=True)
      (1): Linear(in_features=22, out_features=256, bias=True)
    )
    (msg_fc2): ModuleList(
      (0): Linear(in_features=256, out_features=256, bias=True)
      (1): Linear(in_features=256, out_features=256, bias=True)
    )
    (out_fc1): Linear(in_features=267, out_features=256, bias=True)
    (out_fc2): Linear(in_features=256, out_features=256, bias=True)
    (out_fc3): Linear(in_features=256, out_features=11, bias=True)
  )
)
0 train	 	loss_kl -1.7026253943 	acc 0.5005811175 	auroc 0.4997321087 	loss_nll 4942065.5830291975 	loss_mse 0.0195338547 	loss 4942063.8850364964 	inference time 0.0284305385 	time: 6.0388s 	
0 validate	 	loss_kl -0.7720947849 	acc 0.4994144669 	auroc 0.5000228097 	loss_nll 1595448.4877717390 	loss_mse 0.0063061201 	loss 1595447.7377717390 	inference time 0.0289442798 	time: 3.7480s 	
1 train	 	loss_kl -0.5611252352 	acc 0.5007874957 	auroc 0.5000436602 	loss_nll 1431853.0392335767 	loss_mse 0.0056594978 	loss 1431852.4726277373 	inference time 0.0255666771 	time: 5.7197s 	
1 validate	 	loss_kl -0.4315544652 	acc 0.4994144669 	auroc 0.4999089869 	loss_nll 1365447.1582880435 	loss_mse 0.0053970239 	loss 1365446.7411684783 	inference time 0.0271449970 	time: 3.8926s 	
2 train	 	loss_kl -0.3801461867 	acc 0.5007874957 	auroc 0.5004989574 	loss_nll 1283902.2472627738 	loss_mse 0.0050747121 	loss 1283901.8722627738 	inference time 0.0259232834 	time: 5.8713s 	
2 validate	 	loss_kl -0.3663531548 	acc 0.4994144669 	auroc 0.5002979288 	loss_nll 1364821.3865489131 	loss_mse 0.0053945506 	loss 1364821.0251358696 	inference time 0.0327602210 	time: 3.9893s 	
3 train	 	loss_kl -0.4990580798 	acc 0.5009504258 	auroc 0.5015826089 	loss_nll 1002185.1637773722 	loss_mse 0.0039612059 	loss 1002184.6687956204 	inference time 0.0270813225 	time: 6.1206s 	
3 validate	 	loss_kl -0.6327025877 	acc 0.5023065476 	auroc 0.5015208149 	loss_nll 995106.1494565217 	loss_mse 0.0039332257 	loss 995105.5244565217 	inference time 0.0342778797 	time: 4.2257s 	
4 train	 	loss_kl -0.4624062218 	acc 0.5018302485 	auroc 0.5019030333 	loss_nll 517027.7098540146 	loss_mse 0.0020435876 	loss 517027.2486313868 	inference time 0.0261927278 	time: 5.9321s 	
4 validate	 	loss_kl -0.2204189595 	acc 0.5011807712 	auroc 0.5022284152 	loss_nll 878844.0129076086 	loss_mse 0.0034736916 	loss 878843.7744565217 	inference time 0.0323385104 	time: 4.2048s 	
5 train	 	loss_kl -0.1660478127 	acc 0.5021343848 	auroc 0.5018583569 	loss_nll 405100.9057937956 	loss_mse 0.0016011892 	loss 405100.7401916058 	inference time 0.0268337083 	time: 6.0540s 	
5 validate	 	loss_kl -0.1277902871 	acc 0.5011807712 	auroc 0.5019651118 	loss_nll 1016661.9307065217 	loss_mse 0.0040184263 	loss 1016661.7866847826 	inference time 0.0283157877 	time: 4.0631s 	
6 train	 	loss_kl -0.1068138563 	acc 0.5021343848 	auroc 0.5018416281 	loss_nll 364163.9945255474 	loss_mse 0.0014393833 	loss 364163.8875456204 	inference time 0.0273609579 	time: 6.1784s 	
6 validate	 	loss_kl -0.0893998219 	acc 0.5011807712 	auroc 0.5016971132 	loss_nll 964528.6331521739 	loss_mse 0.0038123659 	loss 964528.5631793478 	inference time 0.0294649135 	time: 4.3693s 	
7 train	 	loss_kl -0.0782000586 	acc 0.5021343848 	auroc 0.5018008917 	loss_nll 343476.4868841241 	loss_mse 0.0013576145 	loss 343476.4101277372 	inference time 0.0267023692 	time: 6.1366s 	
7 validate	 	loss_kl -0.0685775876 	acc 0.5011807712 	auroc 0.5023453681 	loss_nll 1166688.5550271738 	loss_mse 0.0046114169 	loss 1166688.5061141304 	inference time 0.0303970057 	time: 4.2337s 	
8 train	 	loss_kl -0.0605990671 	acc 0.5021343848 	auroc 0.5019894514 	loss_nll 315661.9571167883 	loss_mse 0.0012476756 	loss 315661.8948448905 	inference time 0.0272992997 	time: 6.1865s 	
8 validate	 	loss_kl -0.0531726255 	acc 0.5011807712 	auroc 0.5024785931 	loss_nll 1078604.3631114131 	loss_mse 0.0042632580 	loss 1078604.3209918479 	inference time 0.0322398414 	time: 4.2736s 	
9 train	 	loss_kl -0.0475967283 	acc 0.5021343848 	auroc 0.5018686145 	loss_nll 295871.4495894160 	loss_mse 0.0011694523 	loss 295871.4010036496 	inference time 0.0269937045 	time: 6.1256s 	
9 validate	 	loss_kl -0.0421725438 	acc 0.5011807712 	auroc 0.5020281347 	loss_nll 1066928.2163722827 	loss_mse 0.0042171074 	loss 1066928.1817255435 	inference time 0.0311125310 	time: 4.2307s 	
10 train	 	loss_kl -0.0383238160 	acc 0.5021343848 	auroc 0.5022652042 	loss_nll 286772.3803604015 	loss_mse 0.0011334876 	loss 286772.3476277372 	inference time 0.0282736851 	time: 6.4410s 	
10 validate	 	loss_kl -0.0355542228 	acc 0.5011807712 	auroc 0.5018563492 	loss_nll 950858.3175951086 	loss_mse 0.0037583330 	loss 950858.2882133152 	inference time 0.0330421199 	time: 4.4082s 	
11 train	 	loss_kl -0.0324155348 	acc 0.5021343848 	auroc 0.5023222205 	loss_nll 273015.5521213504 	loss_mse 0.0010791128 	loss 273015.5208713504 	inference time 0.0277006000 	time: 6.3292s 	
11 validate	 	loss_kl -0.0296016260 	acc 0.5011807712 	auroc 0.5015742178 	loss_nll 1019172.4174592391 	loss_mse 0.0040283493 	loss 1019172.4018342391 	inference time 0.0315460174 	time: 4.3923s 	
12 train	 	loss_kl -0.0270113181 	acc 0.5021343848 	auroc 0.5020070046 	loss_nll 270960.0244069343 	loss_mse 0.0010709882 	loss 270959.9931569343 	inference time 0.0280638141 	time: 6.3720s 	
12 validate	 	loss_kl -0.0247940980 	acc 0.5011807712 	auroc 0.5022113245 	loss_nll 972647.3430706522 	loss_mse 0.0038444557 	loss 972647.3260869565 	inference time 0.0370965159 	time: 4.4527s 	
13 train	 	loss_kl -0.0229372475 	acc 0.5021343848 	auroc 0.5024128665 	loss_nll 262672.3192290146 	loss_mse 0.0010382304 	loss 262672.2935675182 	inference time 0.0279688644 	time: 6.3849s 	
13 validate	 	loss_kl -0.0210638064 	acc 0.5011807712 	auroc 0.5019587781 	loss_nll 1016627.3872282609 	loss_mse 0.0040182898 	loss 1016627.3710937500 	inference time 0.0357520684 	time: 4.4002s 	
14 train	 	loss_kl -0.0195883671 	acc 0.5021343848 	auroc 0.5023107386 	loss_nll 253640.1247718978 	loss_mse 0.0010025301 	loss 253640.1032162409 	inference time 0.0280573351 	time: 6.3849s 	
14 validate	 	loss_kl -0.0182986687 	acc 0.5011807712 	auroc 0.5015582462 	loss_nll 1016110.3050271739 	loss_mse 0.0040162459 	loss 1016110.2897418478 	inference time 0.0306787595 	time: 4.4177s 	
15 train	 	loss_kl -0.0173127592 	acc 0.5021343848 	auroc 0.5024035579 	loss_nll 253799.7794251825 	loss_mse 0.0010031611 	loss 253799.7577554744 	inference time 0.0282167135 	time: 6.4477s 	
15 validate	 	loss_kl -0.0162162371 	acc 0.5011807712 	auroc 0.5014479902 	loss_nll 806409.8165760869 	loss_mse 0.0031873904 	loss 806409.8002717391 	inference time 0.0374222216 	time: 4.4880s 	
16 train	 	loss_kl -0.0153968088 	acc 0.5021343848 	auroc 0.5022018971 	loss_nll 245389.0007983577 	loss_mse 0.0009699169 	loss 245388.9861998175 	inference time 0.0280852074 	time: 6.4088s 	
16 validate	 	loss_kl -0.0144456718 	acc 0.5011807712 	auroc 0.5014072764 	loss_nll 939395.7982336957 	loss_mse 0.0037130267 	loss 939395.7938179348 	inference time 0.0321097011 	time: 4.5269s 	
17 train	 	loss_kl -0.0136903678 	acc 0.5021343848 	auroc 0.5021209085 	loss_nll 241770.4530109489 	loss_mse 0.0009556144 	loss 241770.4414917883 	inference time 0.0279836602 	time: 6.3380s 	
17 validate	 	loss_kl -0.0128672728 	acc 0.5011807712 	auroc 0.5019690052 	loss_nll 880878.4553328805 	loss_mse 0.0034817328 	loss 880878.4498980978 	inference time 0.0329985308 	time: 4.4551s 	
18 train	 	loss_kl -0.0123926864 	acc 0.5021343848 	auroc 0.5021704491 	loss_nll 237779.0455063869 	loss_mse 0.0009398381 	loss 237779.0335310219 	inference time 0.0287476595 	time: 6.5524s 	
18 validate	 	loss_kl -0.0118344007 	acc 0.5011807712 	auroc 0.5020269272 	loss_nll 913107.7216372283 	loss_mse 0.0036091212 	loss 913107.7165421195 	inference time 0.0348622177 	time: 4.3833s 	
