Namespace(seed=969491451, GPU_to_use=None, epochs=100, batch_size=32, lr=0.0005, lr_decay=200, gamma=0.5, training_samples=156, test_samples=52, shuffle_traindata=True, prediction_steps=10, encoder_hidden=256, decoder_hidden=256, encoder='mlp', decoder='mlp', prior=1, edge_types=2, dont_use_encoder=True, lr_z=0.1, global_temp=False, load_temperatures=False, alpha=2, num_cats=3, unobserved=0, model_unobserved=0, dont_shuffle_unobserved=False, teacher_forcing=0, suffix='_energy_DE_7d', timesteps=168, num_atoms=7, dims=10, datadir='./data', save_folder='logs', expername='', sym_save_folder='../logs', load_folder='', test_time_adapt=False, lr_logits=0.01, num_tta_steps=100, dont_skip_first=False, temp=0.5, hard=False, no_validate=False, no_cuda=False, var=5e-07, encoder_dropout=0.0, decoder_dropout=0.0, no_factor=False, f='C:\\Users\\GwenH\\AppData\\Roaming\\jupyter\\runtime\\kernel-204e35d8-5abf-4cde-8c16-c5199476a4e0.json', test=True, device=device(type='cuda', index=0), cuda=True, factor=True, validate=True, shuffle_unobserved=True, skip_first=True, use_encoder=False, time='20221109-180817', num_GPU=1, batch_size_multiGPU=32, log_path='logs\\20221109-180817')
None
DataParallel(
  (module): MLPDecoder(
    (msg_fc1): ModuleList(
      (0): Linear(in_features=20, out_features=256, bias=True)
      (1): Linear(in_features=20, out_features=256, bias=True)
    )
    (msg_fc2): ModuleList(
      (0): Linear(in_features=256, out_features=256, bias=True)
      (1): Linear(in_features=256, out_features=256, bias=True)
    )
    (out_fc1): Linear(in_features=266, out_features=256, bias=True)
    (out_fc2): Linear(in_features=256, out_features=256, bias=True)
    (out_fc3): Linear(in_features=256, out_features=10, bias=True)
  )
)
0 train	 	loss_kl -3.3268927574 	acc 0.5017857143 	auroc 0.5038634285 	loss_nll 385261964.8000000119 	loss_mse 0.2306957960 	loss 385261964.8000000119 	inference time 0.1759296417 	time: 1.0681s 	
0 validate	 	loss_kl -3.2700592279 	acc 0.4933779762 	auroc 0.4867390441 	loss_nll 279688072.0000000000 	loss_mse 0.1674778834 	loss 279688072.0000000000 	inference time 0.0683170557 	time: 2.6519s 	
1 train	 	loss_kl -3.2438199043 	acc 0.5028273810 	auroc 0.5041107361 	loss_nll 197998304.0000000000 	loss_mse 0.1185618520 	loss 197998304.0000000000 	inference time 0.0777918816 	time: 0.5725s 	
1 validate	 	loss_kl -3.2042648792 	acc 0.5005208333 	auroc 0.4886616475 	loss_nll 164969472.0000000000 	loss_mse 0.0987841152 	loss 164969472.0000000000 	inference time 0.2089408636 	time: 2.9032s 	
2 train	 	loss_kl -3.1593121052 	acc 0.4985331633 	auroc 0.5027870753 	loss_nll 122030904.0000000000 	loss_mse 0.0730723917 	loss 122030904.0000000000 	inference time 0.1095072269 	time: 0.8547s 	
2 validate	 	loss_kl -3.0712352991 	acc 0.5012648810 	auroc 0.4899228212 	loss_nll 124644392.0000000000 	loss_mse 0.0746373609 	loss 124644392.0000000000 	inference time 0.1446133852 	time: 2.9023s 	
3 train	 	loss_kl -2.9896267414 	acc 0.4994047619 	auroc 0.5035478902 	loss_nll 79807332.0000000000 	loss_mse 0.0477888234 	loss 79807331.2000000030 	inference time 0.1055177689 	time: 0.8228s 	
3 validate	 	loss_kl -2.8562394381 	acc 0.5005208333 	auroc 0.4884546079 	loss_nll 88766988.0000000000 	loss_mse 0.0531538837 	loss 88766988.0000000000 	inference time 0.1750321388 	time: 2.8593s 	
4 train	 	loss_kl -2.7567721367 	acc 0.5008503401 	auroc 0.5024243108 	loss_nll 60616260.7999999970 	loss_mse 0.0362971626 	loss 60616256.7999999970 	inference time 0.1003228664 	time: 0.7460s 	
4 validate	 	loss_kl -2.6058669090 	acc 0.5012648810 	auroc 0.4883829208 	loss_nll 68645940.0000000000 	loss_mse 0.0411053523 	loss 68645940.0000000000 	inference time 0.0902585983 	time: 2.8394s 	
5 train	 	loss_kl -2.5056064129 	acc 0.5006164966 	auroc 0.5025029654 	loss_nll 48143525.6000000015 	loss_mse 0.0288284585 	loss 48143521.6000000015 	inference time 0.0875658512 	time: 0.6941s 	
5 validate	 	loss_kl -2.3538490534 	acc 0.5012648810 	auroc 0.4873336096 	loss_nll 59009704.0000000000 	loss_mse 0.0353351515 	loss 59009700.0000000000 	inference time 0.0877655745 	time: 2.8215s 	
6 train	 	loss_kl -2.2573880196 	acc 0.4994897959 	auroc 0.5005352324 	loss_nll 41405160.0000000000 	loss_mse 0.0247935090 	loss 41405156.0000000000 	inference time 0.0799785614 	time: 0.6373s 	
6 validate	 	loss_kl -2.1215037107 	acc 0.5012648810 	auroc 0.4864745836 	loss_nll 48245536.0000000000 	loss_mse 0.0288895415 	loss 48245532.0000000000 	inference time 0.1505968571 	time: 2.8753s 	
7 train	 	loss_kl -2.0397692204 	acc 0.5007015306 	auroc 0.5017119714 	loss_nll 36195412.7999999970 	loss_mse 0.0216738995 	loss 36195410.3999999985 	inference time 0.1021268368 	time: 0.7001s 	
7 validate	 	loss_kl -1.9230557084 	acc 0.5012648810 	auroc 0.4874957176 	loss_nll 39871292.0000000000 	loss_mse 0.0238750242 	loss 39871292.0000000000 	inference time 0.1999646425 	time: 2.8135s 	
8 train	 	loss_kl -1.8537245989 	acc 0.5040391156 	auroc 0.5018278821 	loss_nll 31002514.0000000000 	loss_mse 0.0185643788 	loss 31002512.0000000000 	inference time 0.0817814827 	time: 0.6662s 	
8 validate	 	loss_kl -1.7527382374 	acc 0.4985863095 	auroc 0.4878001335 	loss_nll 38454744.0000000000 	loss_mse 0.0230267914 	loss 38454744.0000000000 	inference time 0.1760293245 	time: 2.8686s 	
9 train	 	loss_kl -1.6930091619 	acc 0.5051232993 	auroc 0.5007296213 	loss_nll 28253162.8000000007 	loss_mse 0.0169180620 	loss 28253160.8000000007 	inference time 0.0875595093 	time: 0.7061s 	
9 validate	 	loss_kl -1.6113132834 	acc 0.4985863095 	auroc 0.4886365159 	loss_nll 35260294.0000000000 	loss_mse 0.0211139461 	loss 35260294.0000000000 	inference time 0.1665549278 	time: 2.8683s 	
10 train	 	loss_kl -1.5656052828 	acc 0.5056760204 	auroc 0.5013906189 	loss_nll 26502303.6000000015 	loss_mse 0.0158696434 	loss 26502301.6000000015 	inference time 0.0823795795 	time: 0.6393s 	
10 validate	 	loss_kl -1.5004597902 	acc 0.4985863095 	auroc 0.4891399497 	loss_nll 33471836.0000000000 	loss_mse 0.0200430155 	loss 33471835.0000000000 	inference time 0.1471079588 	time: 2.8843s 	
11 train	 	loss_kl -1.4596333265 	acc 0.5048256803 	auroc 0.5013186605 	loss_nll 24730562.0000000000 	loss_mse 0.0148087194 	loss 24730560.0000000000 	inference time 0.0791823864 	time: 0.6333s 	
11 validate	 	loss_kl -1.4012739658 	acc 0.4997767857 	auroc 0.4900754857 	loss_nll 30507495.0000000000 	loss_mse 0.0182679612 	loss 30507493.0000000000 	inference time 0.1810157299 	time: 2.8913s 	
12 train	 	loss_kl -1.3667691231 	acc 0.5045493197 	auroc 0.5010451797 	loss_nll 23503121.6000000015 	loss_mse 0.0140737252 	loss 23503119.6000000015 	inference time 0.1081110954 	time: 0.8298s 	
12 validate	 	loss_kl -1.3180857897 	acc 0.4997767857 	auroc 0.4900330421 	loss_nll 27967645.0000000000 	loss_mse 0.0167470924 	loss 27967643.0000000000 	inference time 0.1351385117 	time: 2.9242s 	
13 train	 	loss_kl -1.2874663830 	acc 0.5044855442 	auroc 0.5007733010 	loss_nll 22574561.1999999993 	loss_mse 0.0135177014 	loss 22574559.1999999993 	inference time 0.0795816422 	time: 0.6263s 	
13 validate	 	loss_kl -1.2424104810 	acc 0.4997767857 	auroc 0.4903948788 	loss_nll 27300926.0000000000 	loss_mse 0.0163478581 	loss 27300924.0000000000 	inference time 0.0937496424 	time: 2.9401s 	
14 train	 	loss_kl -1.2136901855 	acc 0.5044642857 	auroc 0.5008883036 	loss_nll 21435793.1999999993 	loss_mse 0.0128358049 	loss 21435791.1999999993 	inference time 0.0811831951 	time: 0.6164s 	
14 validate	 	loss_kl -1.1732513905 	acc 0.4997767857 	auroc 0.4905510977 	loss_nll 26762202.0000000000 	loss_mse 0.0160252694 	loss 26762200.0000000000 	inference time 0.1835095882 	time: 3.0001s 	
15 train	 	loss_kl -1.1489179611 	acc 0.5044855442 	auroc 0.5012483803 	loss_nll 20588991.1999999993 	loss_mse 0.0123287374 	loss 20588989.1999999993 	inference time 0.0877650738 	time: 0.6961s 	
15 validate	 	loss_kl -1.1135157943 	acc 0.4997767857 	auroc 0.4912820820 	loss_nll 25336837.0000000000 	loss_mse 0.0151717574 	loss 25336835.0000000000 	inference time 0.1919862032 	time: 3.0259s 	
16 train	 	loss_kl -1.0911137104 	acc 0.5046981293 	auroc 0.5010348687 	loss_nll 19919566.3999999985 	loss_mse 0.0119278837 	loss 19919564.3999999985 	inference time 0.1190741539 	time: 0.8896s 	
16 validate	 	loss_kl -1.0578975677 	acc 0.4997767857 	auroc 0.4910907305 	loss_nll 24942331.0000000000 	loss_mse 0.0149355275 	loss 24942329.0000000000 	inference time 0.1441150904 	time: 3.0090s 	
17 train	 	loss_kl -1.0368935823 	acc 0.5048469388 	auroc 0.5011854153 	loss_nll 19043989.6000000015 	loss_mse 0.0114035862 	loss 19043987.6000000015 	inference time 0.1073128700 	time: 0.8447s 	
17 validate	 	loss_kl -1.0070637465 	acc 0.4997767857 	auroc 0.4923675922 	loss_nll 23864793.0000000000 	loss_mse 0.0142902955 	loss 23864791.0000000000 	inference time 0.1271598339 	time: 2.9491s 	
18 train	 	loss_kl -0.9890765309 	acc 0.5043367347 	auroc 0.5007264444 	loss_nll 18632727.6000000015 	loss_mse 0.0111573217 	loss 18632727.1999999993 	inference time 0.1035161972 	time: 0.8038s 	
18 validate	 	loss_kl -0.9631066918 	acc 0.4997767857 	auroc 0.4925951428 	loss_nll 23994320.0000000000 	loss_mse 0.0143678561 	loss 23994320.0000000000 	inference time 0.1496006250 	time: 3.0080s 	
19 train	 	loss_kl -0.9469128847 	acc 0.5046556122 	auroc 0.5013374965 	loss_nll 18310456.0000000000 	loss_mse 0.0109643444 	loss 18310456.0000000000 	inference time 0.1150852203 	time: 0.8706s 	
19 validate	 	loss_kl -0.9222305715 	acc 0.4997767857 	auroc 0.4929719567 	loss_nll 23352266.0000000000 	loss_mse 0.0139833926 	loss 23352266.0000000000 	inference time 0.1273629665 	time: 3.1899s 	
20 train	 	loss_kl -0.9063424945 	acc 0.5049744898 	auroc 0.5020921904 	loss_nll 17909045.1999999993 	loss_mse 0.0107239790 	loss 17909045.1999999993 	inference time 0.1011291027 	time: 0.7251s 	
20 validate	 	loss_kl -0.8831470013 	acc 0.4997767857 	auroc 0.4927378061 	loss_nll 22151771.0000000000 	loss_mse 0.0132645331 	loss 22151771.0000000000 	inference time 0.2189936638 	time: 3.3899s 	
21 train	 	loss_kl -0.8688693762 	acc 0.5041879252 	auroc 0.5017266659 	loss_nll 17422727.1999999993 	loss_mse 0.0104327710 	loss 17422727.0000000000 	inference time 0.0773934841 	time: 0.5765s 	
21 validate	 	loss_kl -0.8488135636 	acc 0.4997767857 	auroc 0.4936103876 	loss_nll 22024930.0000000000 	loss_mse 0.0131885796 	loss 22024930.0000000000 	inference time 0.1964739561 	time: 3.0269s 	
22 train	 	loss_kl -0.8362309575 	acc 0.5048894558 	auroc 0.5028609104 	loss_nll 17088873.1999999993 	loss_mse 0.0102328578 	loss 17088872.8000000007 	inference time 0.1055114746 	time: 0.8008s 	
22 validate	 	loss_kl -0.8177327514 	acc 0.4997767857 	auroc 0.4933268380 	loss_nll 21810648.0000000000 	loss_mse 0.0130602675 	loss 21810648.0000000000 	inference time 0.1575779915 	time: 3.0149s 	
23 train	 	loss_kl -0.8058601022 	acc 0.5049107143 	auroc 0.5029487891 	loss_nll 16881861.0000000000 	loss_mse 0.0101088986 	loss 16881860.6000000015 	inference time 0.1069085598 	time: 0.7789s 	
23 validate	 	loss_kl -0.7889246643 	acc 0.4997767857 	auroc 0.4934406133 	loss_nll 20964633.0000000000 	loss_mse 0.0125536714 	loss 20964633.0000000000 	inference time 0.1169140339 	time: 3.0224s 	
24 train	 	loss_kl -0.7782817841 	acc 0.5043792517 	auroc 0.5027149527 	loss_nll 16560555.5999999996 	loss_mse 0.0099164998 	loss 16560555.1999999993 	inference time 0.1013283253 	time: 0.7320s 	
