Namespace(seed=969491451, GPU_to_use=None, epochs=100, batch_size=32, lr=0.0005, lr_decay=200, gamma=0.5, training_samples=156, test_samples=52, shuffle_traindata=True, prediction_steps=10, encoder_hidden=256, decoder_hidden=256, encoder='mlp', decoder='mlp', prior=1, edge_types=2, dont_use_encoder=False, lr_z=0.1, global_temp=False, load_temperatures=False, alpha=2, num_cats=3, unobserved=0, model_unobserved=0, dont_shuffle_unobserved=False, teacher_forcing=0, suffix='_energy_DE_7d', timesteps=168, num_atoms=7, dims=10, datadir='./data', save_folder='logs', expername='', sym_save_folder='../logs', load_folder='', test_time_adapt=False, lr_logits=0.01, num_tta_steps=100, dont_skip_first=False, temp=0.5, hard=False, no_validate=False, no_cuda=False, var=5e-07, encoder_dropout=0.0, decoder_dropout=0.0, no_factor=False, f='C:\\Users\\GwenH\\AppData\\Roaming\\jupyter\\runtime\\kernel-6d875c72-16b0-4bae-b875-98773a0b0b7b.json', test=True, device=device(type='cuda', index=0), cuda=True, factor=True, validate=True, shuffle_unobserved=True, skip_first=True, use_encoder=True, time='20221108-090152', num_GPU=1, batch_size_multiGPU=32, log_path='logs\\20221108-090152')
DataParallel(
  (module): MLPEncoder(
    (mlp1): MLP(
      (fc1): Linear(in_features=1680, out_features=256, bias=True)
      (fc2): Linear(in_features=256, out_features=256, bias=True)
      (bn): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (mlp2): MLP(
      (fc1): Linear(in_features=512, out_features=256, bias=True)
      (fc2): Linear(in_features=256, out_features=256, bias=True)
      (bn): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (mlp3): MLP(
      (fc1): Linear(in_features=256, out_features=256, bias=True)
      (fc2): Linear(in_features=256, out_features=256, bias=True)
      (bn): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (mlp4): MLP(
      (fc1): Linear(in_features=768, out_features=256, bias=True)
      (fc2): Linear(in_features=256, out_features=256, bias=True)
      (bn): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (fc_out): Linear(in_features=256, out_features=2, bias=True)
  )
)
DataParallel(
  (module): MLPDecoder(
    (msg_fc1): ModuleList(
      (0): Linear(in_features=20, out_features=256, bias=True)
      (1): Linear(in_features=20, out_features=256, bias=True)
    )
    (msg_fc2): ModuleList(
      (0): Linear(in_features=256, out_features=256, bias=True)
      (1): Linear(in_features=256, out_features=256, bias=True)
    )
    (out_fc1): Linear(in_features=266, out_features=256, bias=True)
    (out_fc2): Linear(in_features=256, out_features=256, bias=True)
    (out_fc3): Linear(in_features=256, out_features=10, bias=True)
  )
)
0 train	 	loss_kl -1.1914337277 	acc 0.5088010204 	auroc 0.5047260174 	loss_nll 419127622.3999999762 	loss_mse 0.2509746164 	loss 419127622.3999999762 	inference time 0.6629563808 	time: 3.5312s 	
0 validate	 	loss_kl -1.8386759758 	acc 0.4875000000 	auroc 0.4877267441 	loss_nll 302087088.0000000000 	loss_mse 0.1808904558 	loss 302087088.0000000000 	inference time 0.0658235550 	time: 2.2729s 	
1 train	 	loss_kl -1.3364007831 	acc 0.4998724490 	auroc 0.4983476340 	loss_nll 219861414.4000000060 	loss_mse 0.1316535398 	loss 219861414.4000000060 	inference time 0.0710103035 	time: 0.5505s 	
1 validate	 	loss_kl -2.4985593557 	acc 0.5008184524 	auroc 0.4981531924 	loss_nll 185784120.0000000000 	loss_mse 0.1112479754 	loss 185784120.0000000000 	inference time 0.1126992702 	time: 2.1852s 	
2 train	 	loss_kl -1.1376625538 	acc 0.5123086735 	auroc 0.5049680033 	loss_nll 135266696.0000000000 	loss_mse 0.0809980199 	loss 135266696.0000000000 	inference time 0.0771845341 	time: 0.6014s 	
2 validate	 	loss_kl -1.4778368473 	acc 0.5000744048 	auroc 0.4858796803 	loss_nll 127848968.0000000000 	loss_mse 0.0765562616 	loss 127848968.0000000000 	inference time 0.1126983166 	time: 2.2640s 	
3 train	 	loss_kl -0.6276769042 	acc 0.5049107143 	auroc 0.4987796968 	loss_nll 78325689.5999999940 	loss_mse 0.0469016097 	loss 78325689.5999999940 	inference time 0.0797866344 	time: 0.6413s 	
3 validate	 	loss_kl -0.6765911877 	acc 0.4999255952 	auroc 0.4845016578 	loss_nll 72641358.0000000000 	loss_mse 0.0434978195 	loss 72641358.0000000000 	inference time 0.1151915789 	time: 2.3168s 	
4 train	 	loss_kl -0.3078363478 	acc 0.5023809524 	auroc 0.5018343064 	loss_nll 53537735.2000000030 	loss_mse 0.0320585229 	loss 53537735.2000000030 	inference time 0.0744014740 	time: 0.5834s 	
4 validate	 	loss_kl -0.5222247094 	acc 0.4960565476 	auroc 0.4846145415 	loss_nll 53883940.0000000000 	loss_mse 0.0322658299 	loss 53883940.0000000000 	inference time 0.1117019653 	time: 2.3637s 	
5 train	 	loss_kl -0.2929668844 	acc 0.5067389456 	auroc 0.5007219893 	loss_nll 42951394.3999999985 	loss_mse 0.0257193968 	loss 42951394.3999999985 	inference time 0.0755983353 	time: 0.6074s 	
5 validate	 	loss_kl -0.3911198378 	acc 0.4924851190 	auroc 0.4883918951 	loss_nll 48150836.0000000000 	loss_mse 0.0288328342 	loss 48150836.0000000000 	inference time 0.1595724821 	time: 2.3637s 	
6 train	 	loss_kl -0.2555409908 	acc 0.5047406463 	auroc 0.5028464449 	loss_nll 37589009.6000000015 	loss_mse 0.0225083884 	loss 37589009.6000000015 	inference time 0.0807841778 	time: 0.6503s 	
6 validate	 	loss_kl -0.3085790575 	acc 0.4896577381 	auroc 0.4890519235 	loss_nll 39519672.0000000000 	loss_mse 0.0236644736 	loss 39519672.0000000000 	inference time 0.1655575037 	time: 2.5711s 	
