loss_mse,inference time
0.027340592670032342,0.0007303573209293858
0.0029714067134164373,0.00040958905162022353
0.002311638930274022,0.0003974146216455167
0.002045761663451113,0.00039973905776829034
0.001893300980747589,0.00039146706425650566
0.0017683487766481248,0.0003935179861212589
0.0016603601012019772,0.0003746415866842525
0.0015652014490048721,0.0003947341529122234
0.001482658902902061,0.00040491668557308594
0.0014129924764794382,0.0003949905544011842
0.0013598278240455652,0.0004015331430736829
0.0013117790537990558,0.0003995877982926195
0.0012729006503675237,0.00039455707925949656
0.0012359537385947098,0.00040476412088621565
0.0012078721745177898,0.0003973690842770022
0.0011827270177812168,0.00039299764192307374
0.0011632044746799942,0.0003909574517948494
0.001147234836844512,0.000386267682931719
0.00112549706358364,0.00040101613441522973
0.0011105183735916136,0.0004043384770117247
0.001096122604202102,0.0003931977743069911
0.0010852543791350139,0.00039218217497034375
0.0010686735671622295,0.00040495033101733876
0.0010602896223321995,0.000393955376896545
0.001046620056376149,0.0003933248148637386
0.00103808373235191,0.00038868174355685567
0.001027750922894528,0.0004203054156616656
0.0010205682092087078,0.0003827544894531695
0.0010114845330564933,0.00040570010233969585
0.001004299755140781,0.00038229128450082745
0.0009916593822230837,0.00039854290421571754
0.0009925745943581874,0.0003818501231154096
0.0009826105466132888,0.000400073336858819
0.0009752765880391192,0.0004017841786943793
0.0009713826585868928,0.000396100418991126
0.0009654058129192441,0.0003998997437692907
0.0009616492900593346,0.00039365851386040086
0.0009531070359260549,0.0004138640533688585
0.000949732706736328,0.00040042037801440907
0.0009422217493579687,0.00038814950743440874
0.0009367675684587044,0.0004168914182342752
0.0009315260574274012,0.0003928819131967215
0.0009321777563118103,0.0003853913061230142
0.0009237825356240027,0.000402478406029026
0.0009186716299615076,0.0003827520240542372
0.0009166651850165754,0.0004041331237830095
0.0009093781114917605,0.00038950388158904957
0.0009088472885868813,0.0003967218445455361
0.0009020168500902287,0.0003872049695963987
0.0008987087586516777,0.00040063385255725424
0.000894304556608395,0.00040887118546051993
0.0008891108451842233,0.00039899755278352984
0.0008862470464483232,0.0004054867728203173
0.0008845960597204296,0.0003975099020630774
0.0008778578039068092,0.0004016759911882906
0.0008773567558491689,0.00043332141681309166
0.0008741917473209088,0.00042740779491526657
0.0008679901681059503,0.0003981295873358882
0.0008651151404430843,0.0004042189776752407
0.000863531209825716,0.000398047794100722
0.0008596528165965508,0.0004017239939557375
0.0008550437048304607,0.00039559501221000134
0.0008532123546902212,0.0003846274675243962
0.0008503818859743043,0.0004015836112400621
0.0008457421900921471,0.00038700237181354903
0.0008437170532652134,0.0004081873998154689
0.0008424118914395863,0.0004131189227974328
0.0008386822838428002,0.0003914506766047791
0.0008342324702020728,0.00041890753446704277
0.0008317927291110915,0.0004074258815923166
0.0008313868960405025,0.0004097917944265398
0.0008299318170383144,0.0003981597522169424
0.0008268640353347921,0.0004153553296759761
0.0008226486988373581,0.00039779284284642726
0.0008199714705783652,0.00040256759546098916
0.0008184073388507395,0.00040121046586048283
0.0008159799608509589,0.00040751811651707853
0.0008143103114157063,0.0004051651107713834
0.0008108758772042163,0.0003980142936799358
0.0008073253333496345,0.0004213532102078997
0.0008060271528141898,0.0004170619658310048
0.000804591030425561,0.0004000438970950978
0.0008016690908046893,0.00040462823389800505
0.0008004390324580363,0.0004007785859769278
0.0007969731699158109,0.00039342082039863234
0.0007953699174884609,0.0003937291402886384
0.0007920442952762002,0.00038710359819324057
0.0007895633387709334,0.00039581573792617686
0.0007900071027894037,0.0004256928924226413
0.0007874216636744217,0.00043691698362067376
0.0007847346149439076,0.00045163396501193083
0.0007826690937905378,0.00048592809923083823
0.0007813280056584218,0.0004530353267697522
0.0007799154562571702,0.0004231870319431426
0.0007748157289971081,0.00046057306647010675
0.0007756658430155163,0.0004500102822798012
0.0007735667330322791,0.0003923321292348152
0.0007725173477421927,0.0003906138912024579
0.0007685419164383144,0.00039822269240144976
0.0007673803181344997,0.00040357869907017174
